facility_name,category2,latitude,longitude,land_lot_address,phone_number,operating_hours
지라보스튜디오,대형체육시설,37.52853018,127.034787,서울특별시 강남구 신사동 638-10,0507-1313-7379,06:00-23:00
지오메트리,전시/기념관,37.54720111,126.913892,서울특별시 마포구 합정동 371-4,070-4693-6710,정보없음
지오엑스포,전시/기념관,37.55693135,126.943616,서울특별시 서대문구 대현동 90-85,02-313-3090,09:00-18:00
지인골프크럽,대형체육시설,37.61280486,126.915229,서울특별시 은평구 갈현동 469-4,02-385-0973,정보없음
지즐소극장,영화/연극/공연,37.58477079,126.999664,서울특별시 종로구 명륜2가 8-16,,정보없음
진아트갤러리,전시/기념관,37.57833017,126.973695,서울특별시 종로구 통의동 7-38,02-738-7570,"평일 10:00-18:00 ,주말 10:00-17:00"
진영도기,전시/기념관,37.50177655,126.899738,서울특별시 영등포구 대림동 681-3,02-2678-3771,정보없음
진플라워,영화/연극/공연,37.47451147,127.099258,서울특별시 강남구 자곡동 440-87,02-571-6337,정보없음
짚풀박물관,전시/기념관,37.58490585,126.999843,서울특별시 종로구 명륜2가 8-4,02-743-8787,10:00-17:00
짚풀생활사박물관,전시/기념관,37.58490585,126.999843,서울특별시 종로구 명륜2가 8-4,02-743-8787,10:00-17:00
차문화,관광지,37.57805585,126.980889,서울특별시 종로구 사간동 13,,정보없음
창경궁,명승지,37.57762395,126.993841,서울특별시 종로구 와룡동 2-1,,09:00-21:00
창덕궁,명승지,37.57886973,126.98971,서울특별시 종로구 와룡동 2-71,,09:00-18:00
창덕궁소극장,영화/연극/공연,37.58242629,126.997752,서울특별시 종로구 명륜4가 198-3,02-742-7278,정보없음
창동극장,영화/연극/공연,37.65283932,127.051609,서울특별시 도봉구 창동 16-1,070-8749-3205,정보없음
창동스포츠문화컴플렉스,대형체육시설,37.65682218,127.050837,서울특별시 도봉구 창동 1-24,02-901-5046,정보없음
창동스포츠문화컴플렉스창동게이트볼장,대형체육시설,37.65682218,127.050837,서울특별시 도봉구 창동 1-24,02-901-5046,정보없음
창동스포츠문화컴플렉스축구장,대형체육시설,37.65682218,127.050837,서울특별시 도봉구 창동 1-24,02-901-5044,정보없음
창조비전아트홀,영화/연극/공연,37.55722373,126.947953,서울특별시 서대문구 대현동 67-11,02-761-2777,정보없음
창조소극장,영화/연극/공연,37.58456464,127.000048,서울특별시 종로구 명륜2가 13,0507-1310-1504,10:00-22:00
창희보석예술관,전시/기념관,37.52774624,127.030137,서울특별시 강남구 신사동 614-3,02-545-4540,10:00-18:00
채플린이지골프,대형체육시설,37.48433225,127.045709,서울특별시 강남구 도곡동 422,02-572-4295,예약에 따라 상이
천마근린공원천마축구장,대형체육시설,37.50038417,127.158813,서울특별시 송파구 마천동 산 2,02-403-2395,매일 08:00-22:00
천안함전시관,전시/기념관,37.53731405,126.978466,서울특별시 용산구 용산동1가 8,02-709-3114,매일 09:30-18:00
천연옹달샘,영화/연극/공연,37.56861214,126.961284,서울특별시 서대문구 천연동 98-1,070-8119-6346,"평일 10:00-19:00,주말 10:00-18:00"
천장산우화극장,영화/연극/공연,37.60497289,127.050586,서울특별시 성북구 상월곡동 24-348,02-6906-3105,정보없음
청계7경존치교각,관광지,37.57218171,127.035533,서울특별시 동대문구 용두동 701-6,02-731-2120,상시개방
청계7경터널분수,관광지,37.5698803,127.029295,서울특별시 성동구 하왕십리동 301-9,02-2286-5114,상시개방
청계산자연공원,공원,37.45203345,127.042811,서울특별시 서초구 원지동 63,02-2155-6870,00:00-24:00
청계천,관광지,37.56831147,126.991357,서울특별시 종로구 관수동 150-2,02-2290-6114,정보없음
청계천민속놀이,관광지,37.56933925,126.981378,서울특별시 종로구 서린동 88,02-2286-3402,상시개방
청계천박물관,전시/기념관,37.57126617,127.035043,서울특별시 성동구 마장동 527-4,02-2286-3410,"3월-10월 ,11월-2월 평일09:00-18:00, 토,일,공휴일09:00-18:00"
청계천생태학습장,관광지,37.56970114,127.04515,서울특별시 성동구 마장동 802-2,02-2290-6859,10:00-16:00
청년공간이음,영화/연극/공연,37.47784875,126.9589,서울특별시 관악구 봉천동 1627-10,02-873-3575,10:00-22:00
청년극장,영화/연극/공연,37.58034485,127.004258,서울특별시 종로구 동숭동 1-149,02-745-1433,공연일정에 따라 변동
청년문화공간JU동교동,영화/연극/공연,37.55721147,126.923029,서울특별시 마포구 동교동 158-2,02-338-7830,09:00-18:00
청소년문화의집,영화/연극/공연,37.51365776,126.917078,서울특별시 영등포구 신길동 107-2,02-843-5935,10:00-17:00
청소년센터쉼표,영화/연극/공연,37.55981078,126.936558,서울특별시 서대문구 창천동 83-55,070-8680-0720,정보없음
청와대,관광지,37.58647569,126.974937,서울특별시 종로구 세종로 1,1522-7760,09:00-18:00
청와대사랑채,전시/기념관,37.58254488,126.973059,서울특별시 종로구 효자동 150,02-723-0300,수-월 09:00-18:00
청운동화실,전시/기념관,37.58155162,126.968008,서울특별시 종로구 옥인동 47-40,,11:00-22:00
청원산방성심예공원,전시/기념관,37.58042983,126.986357,서울특별시 종로구 계동 79-12,02-715-3342,평일 10:00-17:00 화-토요일 개방
청호불교문화회관,영화/연극/공연,37.52063014,127.036163,서울특별시 강남구 논현동 98-12,02-517-3052,정보없음
청화랑,전시/기념관,37.52273774,127.047651,서울특별시 강남구 청담동 7-21,02-543-1663,"월-금 10:30-18:00,토 11:00-17:00"
체신기념관,전시/기념관,37.57442907,126.982615,서울특별시 종로구 견지동 39-7,02-734-8369,정보없음
체험세상,관광지,37.55521574,127.07809,서울특별시 광진구 군자동 1-4,,정보없음
초록씨어터,영화/연극/공연,37.58270506,127.002157,서울특별시 종로구 동숭동 1-33,070-8863-0220,매일10:00-19:00
초안산근린공원창골잔디구장,대형체육시설,37.64915283,127.040085,서울특별시 도봉구 창동 677,02-2091-3754,정보없음
초안산체육공원,공원,37.63836253,127.051739,서울특별시 노원구 월계동 산 63-1,02-2289-6865,06:00-22:00
초안산체육공원초안산축구장,대형체육시설,37.63836253,127.051739,서울특별시 노원구 월계동 산 63-1,02-2289-6855,06:00-22:00
초전섬유앤퀄트박물관,전시/기념관,37.55812812,126.98423,서울특별시 중구 남산동1가 20,02-753-4075,월-토10:00-17:00
최양업홀,영화/연극/공연,37.55919341,126.96698,서울특별시 중구 중림동 149-2,02-393-2213,정보없음
축구전시관,전시/기념관,37.57349432,126.969104,서울특별시 종로구 신문로2가 1-131,02-2002-0707,09:00-18:00
춘원당한방박물관,전시/기념관,37.57150054,126.990242,서울특별시 종로구 낙원동 153-1,02-3672-2005,요일별 상이
출판박물관,전시/기념관,37.60869773,126.957076,서울특별시 종로구 구기동 126-4,02-394-6544,10:00-17:00
춤아트아카데미,영화/연극/공연,37.47205431,127.040456,서울특별시 서초구 양재동 244-5,0507-1406-4560,매일 00:00-24:00
충동소극장,영화/연극/공연,37.53227046,127.070634,서울특별시 광진구 자양동 497-4,,정보없음
충무갤러리,전시/기념관,37.56594097,127.014791,서울특별시 중구 흥인동 131,02-2230-6600,오전 9:00-오후10:00
충무공이야기,전시/기념관,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1177,오전 10시-오후6시30분(오후6시 입장 마감)
충무아트센터대극장,영화/연극/공연,37.56594097,127.014791,서울특별시 중구 흥인동 131,02-2230-6600,정보없음
충무아트홀,영화/연극/공연,37.56594097,127.014791,서울특별시 중구 흥인동 131,02-2230-6600,오전 9:00-오후 10:00
친친가족문화원,영화/연극/공연,37.51673772,127.105443,서울특별시 송파구 신천동 11-10,02-425-0751,매일 00:00-24:00
친환경유기농무역박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-557-6776,"10:00-17:00(입장마감 16:30,토요일 30분 일찍 마감)"
카그아트홀,영화/연극/공연,37.47580269,126.987094,서울특별시 서초구 방배동 479-12,02-565-1394,정보없음
칼박물관,전시/기념관,37.57367857,126.984735,서울특별시 종로구 관훈동 192-11,02-735-4431,"오전 10:00-오후 7:00(평일), 오전 10:00-오후 6:00(토요일), 오전 12:00-오후 6:00(일요일,공휴일)"
캔쿤,대형체육시설,37.4773868,126.987482,서울특별시 서초구 방배동 477-1,02-6052-0054,"주중 10:00-22:00, 주말 10:00-20:00"
캠퍼스디,전시/기념관,37.53633048,126.892384,서울특별시 영등포구 양평동5가 2-5,0507-1345-0930,월-금 09:00-18:00
커넥트커뮤니케이션즈,전시/기념관,37.48701596,127.039572,서울특별시 강남구 도곡동 903-1,02-579-8760,정보없음
커무브,관광지,37.54745246,126.950592,서울특별시 마포구 공덕동 370-4,070-4001-7006,정보없음
컬쳐스페이스엔유,영화/연극/공연,37.58081329,127.003979,서울특별시 종로구 동숭동 1-144,02-731-9199,정보없음
컬쳐씨어터,영화/연극/공연,37.58247727,127.003268,서울특별시 종로구 동숭동 1-73,0507-1486-0213,11:00-20:00
컬쳐앤아이리더스,전시/기념관,37.54540533,127.002797,서울특별시 용산구 한남동 726-322,02-6273-4242,월-금 11:00-20:00
케이라이브,영화/연극/공연,37.56574346,127.007064,서울특별시 중구 을지로6가 21-31,02-2265-0810,정보없음
케이아트,영화/연극/공연,37.55148622,126.924087,서울특별시 마포구 서교동 360-14,070-7613-3002,정보없음
케이지문화교류센터,영화/연극/공연,37.49769174,126.892255,서울특별시 구로구 구로동 106-4,02-861-0818,정보없음
케이팝전용관,영화/연극/공연,37.56470562,126.993214,서울특별시 중구 초동 18-5,02-2274-2121,10:00-22:00
코넥시아,전시/기념관,37.47826843,127.039826,서울특별시 서초구 양재동 81-1,02-573-8953,"월-목 09:00-18:00, 금 09:00-17:00"
코델아트홀,영화/연극/공연,37.58174734,127.004297,서울특별시 종로구 동숭동 50-24,,정보없음
코리아스마트그리드엑스포,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-1172,"17-18일: 10시-17시(입장마감 16:30), 19일: 10시-16시(입장마감 15:30)"
코멕스플랜에스,전시/기념관,37.55251942,126.918978,서울특별시 마포구 서교동 372-5,02-322-3706,정보없음
코바코홀,영화/연극/공연,37.52698169,126.871394,서울특별시 양천구 목동 923-5,0507-1394-5700,정보없음
코스모스아트홀,영화/연극/공연,37.48285557,127.011557,서울특별시 서초구 서초동 1461-9,02-522-8844,매일 09:00-21:30
코엑스,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-0114,정보없음
코엑스그랜드볼룸,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-0114,정보없음
코엑스아쿠아리움,관광지,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-700-7200,10:00-20:00(입장마감은 1시간전까지)
코엑스아티움,영화/연극/공연,37.51311015,127.059758,서울특별시 강남구 삼성동 159,1661-5628,정보없음
코엑스오디토리움,영화/연극/공연,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-0114,정보없음
코엑스웨딩박람회,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6207-4114,11:00-20:00
코엑스컨퍼런스룸E,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-0114,정보없음
코엑스홀C,영화/연극/공연,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-1112,정보없음
코엑스홀D,영화/연극/공연,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-0114,정보없음
코웨이갤러리,전시/기념관,37.4798477,126.895318,서울특별시 구로구 구로동 832,02-2160-5633,요일별 상이
코쿤홀,영화/연극/공연,37.56033419,126.992135,서울특별시 중구 필동1가 24-32,02-2276-2562,10:00-22:00
콘서트하우스,영화/연극/공연,37.48534579,127.010474,서울특별시 서초구 서초동 1535-9,02-588-3130,00:00-24:00
콘텐츠그라운드,영화/연극/공연,37.5809598,127.003708,서울특별시 종로구 동숭동 1-93,070-4452-2091,정보없음
콘텐츠박스,영화/연극/공연,37.58075445,127.004174,서울특별시 종로구 동숭동 1-145,02-747-2232,정보없음
큐씨어터,영화/연극/공연,37.58248888,127.003554,서울특별시 종로구 동숭동 1-74,070-4162-8320,14:00-22:00
크레모나악기연습실,영화/연극/공연,37.55776811,126.943071,서울특별시 서대문구 대현동 101-6,0507-1307-9163,08:00-23:00
크로우골프,대형체육시설,37.57736595,127.028171,서울특별시 동대문구 용두동 233-24,0507-1397-2388,매일 08:00-22:00
크리에이티브통,전시/기념관,37.50146655,127.040433,서울특별시 강남구 역삼동 719-1,02-2034-0615,정보없음
클라우드홀,영화/연극/공연,37.47624974,126.972997,서울특별시 동작구 사당동 1049-4,0507-1410-2461,00:00-24:00
클래비키즈파크,전시/기념관,37.547246,127.078304,서울특별시 광진구 능동 18-11,02-6677-6360,"주말, 공휴일, 방학기간 10:00-18:00"
클럽샤프,영화/연극/공연,37.55361526,126.909254,서울특별시 마포구 망원동 384-23,,"토,일 06:00-24:00"
키넥스,전시/기념관,37.54101026,127.016197,서울특별시 성동구 옥수동 100,0505-211-1555,매일 09:00-18:00
키득키득아트홀,영화/연극/공연,37.58131306,127.004305,서울특별시 종로구 동숭동 128-5,02-3673-1590,매일 10:00-20:00
키미갤러리,전시/기념관,37.61300757,126.974293,서울특별시 종로구 평창동 479-2,02-394-6441,10:30-22:00
키작은소나무,영화/연극/공연,37.58760122,127.003206,서울특별시 종로구 혜화동 37-1,,정보없음
키친페어,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-1422,정보없음
타블로갤러리,전시/기념관,37.57378822,126.985426,서울특별시 종로구 관훈동 23,02-723-6081,11:00-18:00
타이니앨리스극장,영화/연극/공연,37.5820588,127.000418,서울특별시 종로구 명륜4가 113-1,0507-1305-0830,정보없음
타이포잔치,전시/기념관,37.55605818,126.972116,서울특별시 중구 봉래동2가 122-28,0507-1416-3501,화-일 11:00-19:00
탄천축구장,대형체육시설,37.49641284,127.100499,서울특별시 송파구 가락동 508,02-448-7330,08:00-20:00
탄허기념불교박물관,전시/기념관,37.47898861,127.102812,서울특별시 강남구 자곡동 285,02-445-8486,오전 10시00분-오후 5시
탈영역우정국,전시/기념관,37.54695056,126.927612,서울특별시 마포구 창전동 390-11,02-336-8553,평일 09:00-19:00
탑골미술관,전시/기념관,37.57596579,126.985853,서울특별시 종로구 경운동 90-3,02-6220-8663,"월-금 10:00-18:00, 토 10:00-15:00"
태릉 체력단련장,대형레저시설,37.62973006,127.097959,서울특별시 노원구 공릉동 1-2,02-970-7320,정보없음
태릉 카카오 스크린골프,대형체육시설,37.61890808,127.075878,서울특별시 노원구 공릉동 617-18,02-971-0753,매일 07:00-01:00
태양의놀이터,관광지,37.56410596,126.892347,서울특별시 마포구 상암동 1535,02-3151-0562,상시개방
텅스텐홀,영화/연극/공연,37.55510476,126.92834,서울특별시 마포구 서교동 335-4,070-8847-7749,"평일 16:00-01:00,주말 16:00-03:00"
테라스가든,영화/연극/공연,37.52732178,126.874619,서울특별시 양천구 목동 916,02-2163-2233,10:30-20:00
테지움테디베어테마파크,관광지,37.57173963,127.015206,서울특별시 종로구 창신동 328-18,1877-0279,매일 08:30-19:00
테크인홀,영화/연극/공연,37.52335113,127.037425,서울특별시 강남구 신사동 652-3,,정보없음
토마토홀,영화/연극/공연,37.54765171,126.910633,서울특별시 마포구 합정동 379-5,02-2128-3366,정보없음
토이키노뮤지엄,전시/기념관,37.56817327,126.969976,서울특별시 중구 정동 22,02-2175-1964,화-토 10:00-17:00
토탈미술관,전시/기념관,37.61212183,126.975675,서울특별시 종로구 평창동 465-16,02-379-7037,11:00-18:00
토포하우스,전시/기념관,37.57409513,126.984325,서울특별시 종로구 관훈동 183,02-734-7555,정보없음
통인화랑,전시/기념관,37.57358312,126.985921,서울특별시 종로구 관훈동 16,02-735-9094,매일 10:30-18:30 화요일-토요일일요일 12:00-17:00
통통역사체험,관광지,37.59951491,126.908367,서울특별시 은평구 신사동 15-59,,정보없음
통합예술교육공동체포이에시스,영화/연극/공연,37.53931701,127.091025,서울특별시 광진구 구의동 210-57,0507-1376-0866,정보없음
투게더투게더,전시/기념관,37.57884381,126.982934,서울특별시 종로구 안국동 17-5,02-738-0738,"화-토 10:00-18:00, 일 12:00-17:00"
튜브스터코리아,대형레저시설,37.5124362,126.995962,서울특별시 서초구 반포동 650,070-4288-1363,"여름 16:00-24:00,봄가을 15:00-23:00"
틈새소극장,영화/연극/공연,37.48391704,126.938889,서울특별시 관악구 봉천동 948-15,0507-1374-2797,정보없음
티오엠,영화/연극/공연,37.58227606,127.003645,서울특별시 종로구 동숭동 1-80,02-6959-6162,10:00-22:00
티월드페스티벌,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-6000-8000,오전 10:00-오후 06:00
틴틴홀,영화/연극/공연,37.58160041,127.003554,서울특별시 종로구 동숭동 1-97,02-774-8760,정보없음
파독근로자기념관,전시/기념관,37.46890441,127.044628,서울특별시 서초구 양재동 342-5,02-581-7891,10:00-18:00
파라다이스카지노,대형레저시설,37.55862873,127.111707,서울특별시 광진구 광장동 22-1,1899-0700,00:00-24:00
파라다이스투어,전시/기념관,37.55962115,127.004103,서울특별시 중구 장충동2가 186-210,0507-1433-2000,09:00-18:00
파랑새극장,영화/연극/공연,37.58153269,127.002336,서울특별시 종로구 동숭동 1-115,02-744-0015,10:00-22:00
파랑씨어터,영화/연극/공연,37.58248711,127.002472,서울특별시 종로구 동숭동 1-57,070-4870-1932,공연일정확인
파랑홀,영화/연극/공연,37.47649021,126.974157,서울특별시 동작구 사당동 1049-16,,00:00-24:00
파앤슈어골프스쿨,대형체육시설,37.50967768,127.055536,서울특별시 강남구 삼성동 151-7,02-565-0329,매일 06:00-22:30
파인트리시어터,영화/연극/공연,37.5075964,127.045765,서울특별시 강남구 역삼동 694-34,,정보없음
파크존 골프 아카데미,대형체육시설,37.56720085,127.062754,서울특별시 동대문구 장안동 192-73,02-2213-7200,"주중 08:00-22:00,주말 07:00-18:00"
팔레드서울,전시/기념관,37.57921322,126.973224,서울특별시 종로구 통의동 6,02-730-7707,"화요일-금요일 10:00-19:00, 주말(토요일,일요일) 11:00-18:00"
팡타개라지,영화/연극/공연,37.57206892,126.969011,서울특별시 종로구 신문로2가 1-181,02-730-5516,정보없음
팩토리갤러리,전시/기념관,37.57952171,126.972412,서울특별시 종로구 창성동 127-3,02-733-4883,11:00-19:00
팩토리투,전시/기념관,37.57952171,126.972412,서울특별시 종로구 창성동 127-3,02-733-4883,매일 11:00-19:00
펑키하우스,영화/연극/공연,37.56345745,126.983765,서울특별시 중구 명동2가 50-14,1588-7890,공연일정확인
페리지홀앤갤러리,영화/연극/공연,37.48223159,127.01274,서울특별시 서초구 서초동 1451-51,070-4676-7096,월요일-토요일 10:30-18:00
페이스갤러리,전시/기념관,37.53849875,127.001133,서울특별시 용산구 한남동 740-1,02-790-9388,10:00-18:00
페이퍼돌메이트 아틀리에,전시/기념관,37.57880163,126.982217,서울특별시 종로구 안국동 19-1,070-8879-4373,월-금10:30-16::30
페인터즈정동길전용관,영화/연극/공연,37.56817327,126.969976,서울특별시 중구 정동 22,02-766-7848,정보없음
펭귄오션레저,대형레저시설,37.56852858,126.981627,서울특별시 중구 다동 10,02-3443-1458,평일 08:30-17:30
평강성서유물박물관,전시/기념관,37.49195522,126.844061,서울특별시 구로구 오류동 150-15,02-2686-9496,"매일 10:00-17:00,일요일 13:00-17:00"
평창아트,전시/기념관,37.61271633,126.974917,서울특별시 종로구 평창동 462-2,02-3216-0034,10:00-18:00
평화문화진지,전시/기념관,37.69078014,127.046813,서울특별시 도봉구 도봉동 8,02-3494-1970,화-일 10:00-18:00
평화비소녀상,관광지,37.57447326,126.981095,서울특별시 종로구 수송동 83-1,02-365-4016,상시개방
평화의공원,공원,37.56410596,126.892347,서울특별시 마포구 상암동 1535,02-300-5500,00:00-24:00
포니정홀,전시/기념관,37.51364005,127.061137,서울특별시 강남구 삼성동 160,02-2008-8814,매일 06:00-24:00
포도몰문화센터,영화/연극/공연,37.47716446,126.915154,서울특별시 관악구 신림동 1680-12,02-881-8400,정보없음
포미나,대형체육시설,37.50996659,127.079155,서울특별시 송파구 잠실동 196,0507-1412-9017,"10:00-24:00, 주말 07:00-24:00"
포스코미술관,전시/기념관,37.50581497,127.056131,서울특별시 강남구 대치동 892,02-3457-1665,"10:00-18:00, 30분 전 입장 마감"
포스트극장,영화/연극/공연,37.55413897,126.929673,서울특별시 마포구 창전동 5-92,02-337-5961,정보없음
포커스뮤직,영화/연극/공연,37.4823796,127.010309,서울특별시 서초구 서초동 1482-8,0507-1331-3323,00:00-24:00
포트링,관광지,37.5491168,126.916642,서울특별시 마포구 서교동 394-12,0507-1326-0802,매일 11:00-19:00
폼텍웍스홀,영화/연극/공연,37.5506957,126.917916,서울특별시 마포구 서교동 395-174,0507-1402-3644,유동적
푸룻푸룻뮤지엄,전시/기념관,37.57155788,126.986836,서울특별시 종로구 인사동 133,,정보없음
푸르덴셜생명홍보역사관,전시/기념관,37.49005271,127.032164,서울특별시 강남구 역삼동 838,1588-3374,정보없음
푸르지오아트홀,영화/연극/공연,37.56613918,126.997327,서울특별시 중구 을지로4가 323,02-2288-2864,정보없음
푸른수목원,관광지,37.48196844,126.823669,서울특별시 구로구 항동 31,02-2686-3203,05:00-22:00
푸른수목원KB숲교육센터,영화/연극/공연,37.48533773,126.827625,서울특별시 구로구 항동 222-52,,정보없음
풀무골대장간조형물,관광지,37.57177449,126.896863,서울특별시 마포구 성산동 산 52,02-3153-9553,정보없음
풋볼팬타지움,전시/기념관,37.56828845,126.897273,서울특별시 마포구 성산동 515,02-305-2002,10:00am-6:00pm
프라임아트홀,영화/연극/공연,37.50704384,126.890227,서울특별시 구로구 구로동 3-25,02-2111-3525,정보없음
프렌즈골프스쿨,대형체육시설,37.52746278,127.128732,서울특별시 강동구 성내동 545-8,0507-1376-5146,06:00-23:00
프렌즈스크린서울대입구역,대형체육시설,37.48000009,126.956867,서울특별시 관악구 봉천동 1673-21,02-888-8850,09:00-23:00
프로보크서울,영화/연극/공연,37.5159435,126.900916,서울특별시 영등포구 문래동3가 9,,정보없음
프로젝트박스시야,영화/연극/공연,37.52634436,126.996046,서울특별시 용산구 동빙고동 1-102,070-7606-5577,정보없음
프로젝트스페이스미음,전시/기념관,37.60859487,126.972239,서울특별시 종로구 평창동 148-1,0507-1418-3333,"평일 10:00-18:00, 주말 12:00-15:00"
프리버드라이브홀,영화/연극/공연,37.56008043,126.926869,서울특별시 서대문구 창천동 512-1,,공연에 따라 상이
프리뷰인서울,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-528-4057,09:30-18:00
프리즘홀,영화/연극/공연,37.55166545,126.917531,서울특별시 마포구 서교동 395-152,070-8150-2979,매일 10:00-23:00
프린세스요트코리아,대형레저시설,37.53536183,127.084433,서울특별시 광진구 자양동 680-68,02-3436-3549,매일09:00-21:00
프린트베이커리,전시/기념관,37.55862873,127.111707,서울특별시 광진구 광장동 22-1,02-2022-0120,10:00-19:00
플라이짐,대형체육시설,37.48433524,127.029509,서울특별시 서초구 서초동 1354-5,,"주중 6:00-23:00,주말 09:00-18:00"
플래뮤아트센터큐브어린이뮤지엄,전시/기념관,37.47761484,127.124962,서울특별시 송파구 문정동 634,02-2673-2595,"평일 14:00-19:00, 주말 10:00-17:00"
플랩스타디움,대형체육시설,37.47844577,126.885081,서울특별시 금천구 가산동 60-20,02-2109-7000,00:00-24:00
플랫폼74,영화/연극/공연,37.58153326,127.004302,서울특별시 종로구 동숭동 50-44,0507-1305-3249,00:00-24:00
플랫폼라이브,영화/연극/공연,37.51605511,127.034382,서울특별시 강남구 논현동 85-11,02-6929-4470,화-일 11:00-20:00
플랫폼엘컨템포러리아트센터,영화/연극/공연,37.51605511,127.034382,서울특별시 강남구 논현동 85-11,02-6929-4470,11:00-20:00
플랫폼창동61,영화/연극/공연,37.65407759,127.048737,서울특별시 도봉구 창동 1-29,02-993-0561,"평일 10:00-22:00,공휴일 10:00-19:00"
플러스씨어터,영화/연극/공연,37.58081329,127.003979,서울특별시 종로구 동숭동 1-144,02-731-9199,정보없음
플레이더씨어터,영화/연극/공연,37.58057676,127.004586,서울특별시 종로구 동숭동 130-47,02-764-0686,정보없음
플레툰쿤스트할레,영화/연극/공연,37.52050861,127.034917,서울특별시 강남구 논현동 97-22,,정보없음
플렉스라운지,영화/연극/공연,37.55251942,126.918978,서울특별시 마포구 서교동 372-5,0507-1403-4679,매일14:00-23:00
플로팅아일랜드,영화/연극/공연,37.5124362,126.995962,서울특별시 서초구 반포동 650,02-537-2440,정보없음
피규어뮤지엄W,전시/기념관,37.5257998,127.040387,서울특별시 강남구 청담동 84-9,02-512-8865,매일 오전 11시-오후 7시
피노파밀리아,영화/연극/공연,37.6460322,127.079659,서울특별시 노원구 중계동 363-7,0507-1432-0913,10:00-16:00
피스코인터내셔널,전시/기념관,37.50088993,127.032801,서울특별시 강남구 역삼동 637-23,0507-1329-9822,정보없음
피치푸마,대형체육시설,37.53024475,126.8733,서울특별시 양천구 목동 919-7,0507-1379-8017,10:00-24:00
피카디리국제미술관,전시/기념관,37.57102751,126.99123,서울특별시 종로구 돈의동 137,02-762-2005,10:00-19:00
피카소소극장,영화/연극/공연,37.58259066,127.000291,서울특별시 종로구 명륜4가 70-4,02-3672-7971,공연일정에 따라 다름
피케이엠갤러리,전시/기념관,37.57902902,126.982685,서울특별시 종로구 화동 137-1,02-734-9467,10:00-18:00
피크닉PIKNIC,전시/기념관,37.55697639,126.978121,서울특별시 중구 남창동 194,02-318-3233,화-일 11:00-19:00
핀하이골프랩,대형체육시설,37.5240382,126.922902,서울특별시 영등포구 여의도동 23-5,0507-1369-1003,"주중 06:00-22:30,주말 10:00-19:00"
필동문화예술공간예술통,영화/연극/공연,37.56034246,126.991882,서울특별시 중구 필동1가 24-11,02-2276-2400,00:00-24:00
하나투어브이홀,영화/연극/공연,37.5544056,126.921966,서울특별시 마포구 서교동 356-1,02-338-0958,정보없음
하땅세극장,영화/연극/공연,37.58870162,127.005157,서울특별시 성북구 성북동1가 35-29,1600-2238,11:00-21:00
하랑플레이스,영화/연극/공연,37.54844821,126.917857,서울특별시 마포구 합정동 412-8,,00:00-24:00
하마씨어터,영화/연극/공연,37.58226095,127.002772,서울특별시 종로구 동숭동 1-63,02-766-0830,10:30-20:00
하우징브랜드페어,전시/기념관,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-515-4800,10:00-18:00(입장은 오후 5시까지)
하이브인사이트,전시/기념관,37.52454565,126.964198,서울특별시 용산구 한강로3가 65-9,,화요일-일요일 오전 11시-오후 9시 00분
하이커그라운드,전시/기념관,37.56852858,126.981627,서울특별시 중구 다동 10,02-729-9594,시설마다 상이
하이트컬렉션,전시/기념관,37.521649,127.056768,서울특별시 강남구 청담동 132-12,02-3219-0271,목-일 12:00-18:00
학고재,전시/기념관,37.57512931,126.983767,서울특별시 종로구 관훈동 120,02-720-1524,10:00-18:00
학아재미술관,전시/기념관,37.57708465,126.990407,서울특별시 종로구 와룡동 122,02-766-7647,10:00-19:00
학전그린소극장,영화/연극/공연,37.58389021,127.003075,서울특별시 종로구 동숭동 1-8,02-763-8233,10:00-18:00
학전블루소극장,영화/연극/공연,37.58205712,127.003716,서울특별시 종로구 동숭동 1-79,02-763-8233,10:00-18:00
한강드론공원,공원,37.54724085,127.120052,서울특별시 강동구 천호동 351-1,02-3780-0501,"동절기(10-03월) : 08:00-16:00,하절기(04-09월) : 08:00-18:00"
한강시민공원뚝섬지구수변광장,영화/연극/공연,37.5278619,127.073807,서울특별시 광진구 자양동 435,,정보없음
한강시민공원여의도지구다목적문화마당,영화/연극/공연,37.53325498,126.92018,서울특별시 영등포구 여의도동 82-9,02-3780-0561,상시개방
